adresse;name;bytes;aufrufer;ruft_auf
0x0054a7a0;FUN_0054a7a0;152;6;1
0x0054a840;FUN_0054a840;501;5;1
0x0054aa40;FUN_0054aa40;64;1;1
0x0054aa80;FUN_0054aa80;106;1;2
0x0054aaf0;FUN_0054aaf0;559;1;3
0x0054ad20;FUN_0054ad20;98;0;2
0x0054ad90;FUN_0054ad90;21;0;0
0x0054adb0;FUN_0054adb0;21;0;0
0x0054add0;FUN_0054add0;62;0;0
0x0054ae10;FUN_0054ae10;633;0;11
0x0054b0d0;FUN_0054b0d0;229;1;1
0x0054b1c0;FUN_0054b1c0;183;1;7
0x0054b280;FUN_0054b280;490;1;4
0x0054b470;FUN_0054b470;45;0;3
0x0054b4a0;FUN_0054b4a0;371;1;3
0x0054b620;FUN_0054b620;371;1;3
0x0054b7a0;FUN_0054b7a0;371;1;3
0x0054b920;FUN_0054b920;41;0;0
0x0054b950;FUN_0054b950;21;0;0
0x0054b970;FUN_0054b970;110;0;3
0x0054ba00;FUN_0054ba00;555;1;9
0x0054bc30;FUN_0054bc30;719;1;14
0x0054bf00;FUN_0054bf00;902;1;14
0x0054c290;BHV_Goto3D__Handle_3;741;0;6
0x0054c580;FUN_0054c580;256;0;5
0x0054c680;FUN_0054c680;16;5;0
0x0054c690;FUN_0054c690;162;5;0
0x0054c740;FUN_0054c740;24;5;0
0x0054c760;FUN_0054c760;25;0;0
0x0054c780;FUN_0054c780;21;0;0
0x0054c7a0;FUN_0054c7a0;339;0;2
0x0054c920;FUN_0054c920;411;0;6
0x0054cac0;FUN_0054cac0;110;1;3
0x0054cb30;FUN_0054cb30;28;7;0
0x0054cb50;FUN_0054cb50;260;8;0
0x0054cc60;FUN_0054cc60;43;9;0
0x0054cc90;FUN_0054cc90;43;8;0
0x0054ccc0;FUN_0054ccc0;793;0;4
0x0054d020;BHV_Vessel_A_DipolIn__ParseIniFile;78;2;5
0x0054d070;FUN_0054d070;32;0;0
0x0054d090;FUN_0054d090;21;0;0
0x0054d0b0;FUN_0054d0b0;187;0;3
0x0054d170;FUN_0054d170;1105;0;7
0x0054d5d0;FUN_0054d5d0;36;0;1
0x0054d600;FUN_0054d600;47;0;1
0x0054d630;FUN_0054d630;174;0;1
0x0054d6e0;FUN_0054d6e0;1214;1;5
0x0054dbf0;BHV_Vessel_A_DipolOut__ParseIniFile;78;1;5
0x0054dc40;FUN_0054dc40;21;0;0
0x0054dc60;FUN_0054dc60;115;0;4
0x0054dce0;FUN_0054dce0;1392;0;19
0x0054e250;FUN_0054e250;178;2;0
0x0054e320;FUN_0054e320;193;0;4
0x0054e3f0;FUN_0054e3f0;118;0;4
0x0054e470;BHV_Vessel_A_Attack__ParseIniFile;2469;1;7
0x0054ee20;FUN_0054ee20;849;1;13
0x0054f180;FUN_0054f180;325;1;5
0x0054f2d0;FUN_0054f2d0;230;1;5
0x0054f3c0;FUN_0054f3c0;78;2;1
0x0054f410;FUN_0054f410;1321;3;10
0x0054f940;FUN_0054f940;186;2;2
0x0054fa00;FUN_0054fa00;1258;2;8
0x0054fef0;FUN_0054fef0;238;1;3
0x0054ffe0;FUN_0054ffe0;380;5;1
0x00550160;FUN_00550160;82;0;1
0x005501c0;FUN_005501c0;714;0;14
0x00550490;FUN_00550490;154;0;2
0x00550530;FUN_00550530;68;0;1
0x00550580;FUN_00550580;169;0;1
0x00550630;FUN_00550630;554;0;6
0x00550860;FUN_00550860;154;0;2
0x00550900;FUN_00550900;707;0;6
0x00550bd0;FUN_00550bd0;87;0;1
0x00550c30;FUN_00550c30;68;0;1
0x00550c80;FUN_00550c80;663;0;10
0x00550f20;FUN_00550f20;80;0;1
0x00550f70;FUN_00550f70;84;0;1
0x00550fd0;FUN_00550fd0;667;0;9
0x00551270;FUN_00551270;104;0;2
0x005512e0;FUN_005512e0;272;0;2
0x005513f0;FUN_005513f0;21;0;0
0x00551410;FUN_00551410;21;0;0
0x00551430;FUN_00551430;56;0;0
0x00551470;FUN_00551470;10;0;1
0x00551480;FUN_00551480;238;2;4
0x00551590;FUN_00551590;21;0;0
0x005515b0;FUN_005515b0;37;0;1
0x005515e0;FUN_005515e0;403;1;6
0x00551780;FUN_00551780;338;0;1
0x005518e0;FUN_005518e0;62;0;1
0x00551920;FUN_00551920;136;0;2
0x005519b0;FUN_005519b0;154;0;7
0x00551a50;FUN_00551a50;1107;1;7
0x00551eb0;FUN_00551eb0;1062;1;15
0x005522e0;FUN_005522e0;981;1;14
0x005526c0;FUN_005526c0;27;1;0
0x005526e0;FUN_005526e0;11;0;1
0x005526f0;FUN_005526f0;384;1;11
0x00552870;FUN_00552870;21;0;0
0x00552890;FUN_00552890;21;0;0
0x005528b0;FUN_005528b0;123;0;1
0x00552930;FUN_00552930;182;0;3
0x005529f0;FUN_005529f0;990;1;14
0x00552dd0;FUN_00552dd0;402;2;6
0x00552f70;FUN_00552f70;21;0;0
0x00552f90;FUN_00552f90;37;0;1
0x00552fc0;BVH_Vessel_A_Patrol__ParseIniFile;439;1;5
0x00553180;FUN_00553180;586;1;11
0x005533d0;FUN_005533d0;463;2;4
0x005535a0;FUN_005535a0;699;2;4
0x00553860;FUN_00553860;494;0;4
0x00553a50;FUN_00553a50;36;0;1
0x00553a80;FUN_00553a80;41;0;0
0x00553ab0;FUN_00553ab0;233;0;3
0x00553ba0;FUN_00553ba0;377;1;3
0x00553d20;FUN_00553d20;695;1;13
0x00553fe0;FUN_00553fe0;62;0;0
0x00554020;FUN_00554020;62;0;0
0x00554060;FUN_00554060;25;0;0
0x00554080;FUN_00554080;21;0;0
0x005540a0;FUN_005540a0;190;0;2
0x00554180;FUN_00554180;132;1;7
0x00554210;FUN_00554210;284;0;5
0x00554330;FUN_00554330;180;1;6
0x005543f0;FUN_005543f0;23;1;0
0x00554410;FUN_00554410;89;1;3
0x00554470;FUN_00554470;20;1;0
0x00554490;FUN_00554490;34;0;0
0x005544c0;FUN_005544c0;62;0;2
0x00554500;FUN_00554500;523;0;7
0x00554710;FUN_00554710;36;0;1
0x00554740;FUN_00554740;961;3;6
0x00554b10;FUN_00554b10;1097;1;15
0x00554f60;FUN_00554f60;1144;1;15
0x005553e0;FUN_005553e0;208;1;2
0x005554b0;FUN_005554b0;1229;1;7
0x00555980;BHV_Vessel_A_EscapeTo__ReadDataFrom;499;1;5
0x00555b80;BVH_Vehcile_A_Patrol__ParseIniFile;301;1;5
0x00555cb0;FUN_00555cb0;21;0;0
0x00555cd0;FUN_00555cd0;37;0;1
0x00555d00;FUN_00555d00;553;1;11
0x00555f30;FUN_00555f30;535;2;2
0x00556150;FUN_00556150;527;0;5
0x00556360;FUN_00556360;36;0;1
0x00556390;FUN_00556390;34;0;0
0x005563c0;FUN_005563c0;323;0;2
0x00556510;FUN_00556510;692;1;13
0x005567d0;FUN_005567d0;41;0;0
0x00556800;FUN_00556800;21;0;0
0x00556820;FUN_00556820;110;0;3
0x005568b0;FUN_005568b0;555;1;9
0x00556ae0;FUN_00556ae0;733;1;14
0x00556dc0;FUN_00556dc0;881;1;14
0x00557140;BHV_Goto3D__Handle_2;573;0;8
0x00557380;FUN_00557380;256;0;5
0x00557480;FUN_00557480;47;0;1
0x005574b0;FUN_005574b0;84;0;1
0x00557510;FUN_00557510;653;1;4
0x005577f0;BHV_Vehicle_A_DipolIn__ParseIniFile;78;1;5
0x00557840;FUN_00557840;21;0;0
0x00557860;FUN_00557860;115;0;4
0x005578e0;FUN_005578e0;526;0;9
0x00557af0;FUN_00557af0;133;0;4
0x00557b80;FUN_00557b80;73;0;4
0x00557bd0;BHV_Vehicle_A_Attack__ParseIniFile;874;1;5
0x00557f40;FUN_00557f40;830;1;13
0x00558280;FUN_00558280;474;1;8
0x00558460;FUN_00558460;343;1;7
0x005585c0;FUN_005585c0;338;1;7
0x00558720;FUN_00558720;17;0;0
0x00558740;FUN_00558740;536;0;4
0x00558960;FUN_00558960;126;0;0
0x005589e0;FUN_005589e0;296;0;4
0x00558b10;FUN_00558b10;155;0;3
0x00558bb0;FUN_00558bb0;272;0;2
0x00558cc0;FUN_00558cc0;960;2;8
0x00559080;FUN_00559080;21;0;0
0x005590a0;FUN_005590a0;37;0;1
0x005590d0;FUN_005590d0;511;1;11
0x005592d0;FUN_005592d0;776;0;3
0x005595e0;FUN_005595e0;36;0;1
0x00559610;FUN_00559610;21;0;0
0x00559630;FUN_00559630;109;0;3
0x005596a0;FUN_005596a0;190;0;4
0x00559760;FUN_00559760;50;0;2
0x005597a0;FUN_005597a0;338;2;5
0x00559900;BHV_Turret_A_Patrol__ParseIniFile;1066;1;5
0x00559d30;FUN_00559d30;21;0;0
0x00559d50;FUN_00559d50;168;0;5
0x00559e00;FUN_00559e00;219;0;6
0x00559ee0;FUN_00559ee0;34;0;0
0x00559f10;FUN_00559f10;21;0;0
0x00559f30;FUN_00559f30;238;0;7
0x0055a050;FUN_0055a050;113;0;3
0x0055a0d0;FUN_0055a0d0;67;0;4
0x0055a120;FUN_0055a120;1663;0;20
0x0055a7c0;FUN_0055a7c0;730;1;7
0x0055aaa0;FUN_0055aaa0;709;1;8
0x0055ad70;FUN_0055ad70;145;1;3
0x0055ae10;FUN_0055ae10;359;3;5
0x0055af80;BHV_Turret_A_ComplexAttack__ParseIniFile;1156;1;5
0x0055b410;FUN_0055b410;21;0;0
0x0055b430;FUN_0055b430;21;0;0
0x0055b450;FUN_0055b450;116;0;1
0x0055b4d0;FUN_0055b4d0;119;0;3
0x0055b550;FUN_0055b550;666;1;6
0x0055b7f0;FUN_0055b7f0;21;0;0
0x0055b810;FUN_0055b810;37;0;1
0x0055b840;FUN_0055b840;267;1;11
0x0055b950;BHV_PhysicalCharacter_A_Attack__ParseIniFile;173;1;5
0x0055ba00;FUN_0055ba00;820;0;9
0x0055bd40;FUN_0055bd40;60;0;1
0x0055bd80;FUN_0055bd80;34;0;0
0x0055bdb0;FUN_0055bdb0;345;0;5
0x0055bf10;FUN_0055bf10;773;0;2
0x0055c230;FUN_0055c230;36;0;1
0x0055c260;FUN_0055c260;41;0;0
0x0055c290;FUN_0055c290;21;0;0
0x0055c2b0;FUN_0055c2b0;110;0;3
0x0055c340;FUN_0055c340;510;1;10
0x0055c540;FUN_0055c540;650;1;14
0x0055c7d0;FUN_0055c7d0;795;1;14
0x0055caf0;BHV_Goto3D__Handle;656;0;8
0x0055cd80;FUN_0055cd80;270;0;6
0x0055ce90;FUN_0055ce90;106;0;1
0x0055cf00;FUN_0055cf00;824;0;6
0x0055d280;FUN_0055d280;52;1;0
0x0055d2c0;FUN_0055d2c0;362;1;4
0x0055d430;FUN_0055d430;317;1;7
0x0055d590;FUN_0055d590;44;0;1
0x0055d5c0;MUI_Item__Parse;312;1;11
0x0055d700;MUI_Menu__Parse;1668;2;21
0x0055dd90;FUN_0055dd90;1103;2;17
0x0055e1e0;FUN_0055e1e0;662;1;20
0x0055e480;FUN_0055e480;62;1;1
0x0055e4c0;MUI_Menu__RelocateResources;557;1;2
0x0055e6f0;FUN_0055e6f0;200;2;1
0x0055e7c0;FUN_0055e7c0;71;1;0
0x0055e810;MUI_Item_OBJECT__Parse;247;0;7
0x0055e910;MUI_Item_OBJECT__RelocateResources;62;0;1
0x0055e950;FUN_0055e950;24;1;0
0x0055e970;FUN_0055e970;489;1;2
0x0055eb60;FUN_0055eb60;314;14;14
0x0055eca0;MUI_Item__Parse_2;420;4;11
0x0055ee50;FUN_0055ee50;303;2;0
0x0055ef80;FUN_0055ef80;111;4;0
0x0055eff0;FUN_0055eff0;103;32;0
0x0055f060;FUN_0055f060;102;85;0
0x0055f0d0;FUN_0055f0d0;35;1;0
0x0055f100;FUN_0055f100;96;1;0
0x0055f160;FUN_0055f160;86;93;0
0x0055f1c0;FUN_0055f1c0;85;18;0
0x0055f220;FUN_0055f220;76;1;0
0x0055f270;FUN_0055f270;103;1;0
0x0055f2e0;FUN_0055f2e0;95;14;0
0x0055f340;FUN_0055f340;97;2;0
0x0055f3b0;FUN_0055f3b0;23;1;0
0x0055f3d0;FUN_0055f3d0;317;0;3
0x0055f510;FUN_0055f510;824;1;4
0x0055f860;FUN_0055f860;35;20;0
0x0055f890;FUN_0055f890;364;2;2
0x0055fa10;FUN_0055fa10;361;2;2
0x0055fb90;FUN_0055fb90;126;1;1
0x0055fc10;FUN_0055fc10;99;0;2
0x0055fc80;MUI_Item_TEXT__Parse;813;0;12
0x0055ffb0;MUI_Item_TEXT__RelocateResources;118;0;1
0x00560030;FUN_00560030;69;0;2
0x00560080;FUN_00560080;545;33;11
0x005602b0;FUN_005602b0;27;2;1
0x005602d0;FUN_005602d0;470;7;1
0x005604b0;FUN_005604b0;293;4;2
0x005605e0;FUN_005605e0;58;6;2
0x00560620;FUN_00560620;85;1;0
0x00560680;FUN_00560680;62;0;1
0x005606c0;MUI_Item_BAR__Parse;431;0;11
0x00560870;MUI_Item_BAR__RelocateResources;177;0;1
0x00560930;FUN_00560930;364;1;0
0x00560aa0;FUN_00560aa0;35;1;0
0x00560ad0;thunk_FUN_0055ee50;5;0;1
0x00560ae0;MUI_Item_PICTURE__RelocateResources;62;0;1
0x00560b20;FUN_00560b20;155;16;3
0x00560bc0;FUN_00560bc0;41;1;0
0x00560bf0;FUN_00560bf0;13;0;1
0x00560c00;MUI_Item_TURN__RelocateResources;62;0;1
0x00560c40;FUN_00560c40;100;1;0
0x00560cb0;FUN_00560cb0;450;1;7
0x00560e80;FUN_00560e80;103;1;2
0x00560ef0;FUN_00560ef0;97;1;2
0x00560f60;FUN_00560f60;98;1;2
0x00560fd0;FUN_00560fd0;106;1;2
0x00561040;FUN_00561040;97;1;2
0x005610b0;FUN_005610b0;29;0;1
0x005610d0;FUN_005610d0;66;14;0
0x00561120;FUN_00561120;59;3;0
0x00561160;FUN_00561160;109;2;0
0x005611d0;FUN_005611d0;66;7;0
0x00561220;FUN_00561220;59;4;0
0x00561260;FUN_00561260;60;15;0
0x005612a0;FUN_005612a0;59;6;0
0x005612e0;FUN_005612e0;60;2;0
0x00561320;FUN_00561320;69;8;0
0x00561370;FUN_00561370;60;16;0
0x005613b0;FUN_005613b0;63;10;0
0x005613f0;FUN_005613f0;60;1;0
0x00561430;FUN_00561430;59;10;0
0x00561470;FUN_00561470;58;2;0
0x005614b0;STY_Base__Take_LoadTable_2;540;1;15
0x005616d0;STY_Base__Mood_LoadTable;495;2;15
0x005618c0;STY_Base__Person_LoadTable;507;2;15
0x00561ac0;STY_Base__Take_LoadTable;490;1;15
0x00561cb0;STY_Base__D_LoadTable;609;1;16
0x00561f20;STY_Base__Room_LoadTable;490;1;15
0x00562110;STY_Base__Option_LoadTable_3;462;1;14
0x005622e0;STY_Base__Movie_LoadTable;490;3;15
0x005624d0;STY_Base__Mission_LoadTable;491;2;15
0x005626c0;STY_Base__Station_LoadTable;509;3;15
0x005628c0;STY_Base__Item_LoadTable;491;2;15
0x00562ab0;STY_Base__Ship_LoadTable;497;2;15
0x00562cb0;STY_Base__Briefing_LoadTable;491;1;15
0x00562ea0;STY_Base__Acknowledge_LoadTable;524;1;14
0x005630b0;STY_Base__Difficulty_LoadTable;489;1;15
0x005632a0;Savegame__ctor;89;8;1
0x00563300;Savegame__Load;1623;7;14
0x00563960;FUN_00563960;556;2;12
0x00563b90;STY_Base__Option_LoadTable;489;4;13
0x00563d80;FUN_00563d80;154;2;8
0x00563e20;FUN_00563e20;83;10;0
0x00563e80;FUN_00563e80;31;10;0
0x00563ea0;STY_Player__AddOption;219;1;1
0x00563f80;FUN_00563f80;135;6;0
0x00564010;FUN_00564010;131;1;0
0x005640a0;FUN_005640a0;132;1;0
0x00564130;STY_Player__AddMovie;161;5;1
0x005641e0;FUN_005641e0;13;4;0
0x005641f0;FUN_005641f0;11;3;0
0x00564200;STY_Inventory__GetItemInfoByIndex_17;179;3;1
0x005642c0;STY_Inventory__GetItemInfoByIndex_10;187;3;1
0x00564380;STY_Inventory__Load;320;2;6
0x005644c0;FUN_005644c0;78;1;1
0x00564510;FUN_00564510;76;2;0
0x00564560;FUN_00564560;43;1;1
0x00564590;FUN_00564590;29;1;1
0x005645b0;STY_Item__Load;725;1;10
0x00564890;STY_Item__GetTypeByName_2;1200;1;2
0x00564d40;STY_Item__GetTypeByName;239;1;1
0x00564ec0;FUN_00564ec0;36;2;1
0x00564ef0;FUN_00564ef0;21;2;1
0x00564f10;STY_Take__Load;438;2;8
0x005650d0;FUN_005650d0;59;1;1
0x00565110;FUN_00565110;46;1;1
0x00565140;STY_Person__Load;760;1;8
0x00565440;STY_Mood__Load;260;1;7
0x00565550;FUN_00565550;72;1;1
0x005655a0;FUN_005655a0;37;1;1
0x005655d0;STY_Ship__Load;978;1;10
0x005659b0;STY_Briefing__Load;260;1;7
0x00565ac0;FUN_00565ac0;50;1;1
0x00565b00;FUN_00565b00;37;1;1
0x00565b30;STY_Difficulty__Load;426;1;7
0x00565ce0;FUN_00565ce0;9;74;0
0x00565cf0;FUN_00565cf0;10;23;1
0x00565d00;FUN_00565d00;112;17;4
0x00565d70;FUN_00565d70;36;1;1
0x00565da0;FUN_00565da0;8;2;1
0x00565db0;STY_Dialog__Load;778;1;10
0x005660c0;FUN_005660c0;28;3;1
0x005660e0;FUN_005660e0;21;4;1
0x00566100;STY_Mission__Load;260;1;7
0x00566210;FUN_00566210;36;1;1
0x00566240;STY_Movie__Load;343;1;7
0x005663a0;FUN_005663a0;42;1;1
0x005663d0;FUN_005663d0;29;3;1
0x005663f0;STY_Room__Load;343;1;7
0x00566550;FUN_00566550;77;1;2
0x005665a0;FUN_005665a0;64;2;2
0x005665e0;STY_Station__Load;678;1;9
0x00566890;FUN_00566890;25;1;0
0x005668b0;FUN_005668b0;51;2;2
0x005668f0;STY_Option__Load;817;1;13
0x00566c30;STY_Acknowledge__Load;509;1;8
0x00566e30;FUN_00566e30;9;1;0
0x00566e40;STY_Command__Load;555;1;7
0x00567090;FUN_00567090;79;1;2
0x005670e0;FUN_005670e0;28;1;1
0x00567100;FUN_00567100;468;1;4
0x005672e0;FUN_005672e0;376;1;4
0x00567460;FUN_00567460;394;1;4
0x005675f0;FUN_005675f0;323;2;4
0x00567740;FUN_00567740;397;2;4
0x005678d0;FUN_005678d0;140;17;2
0x00567960;FUN_00567960;137;3;2
0x005679f0;FUN_005679f0;145;1;2
0x00567a90;FUN_00567a90;214;1;3
0x00567b70;FUN_00567b70;273;1;2
0x00567c90;FUN_00567c90;151;1;2
0x00567d30;FUN_00567d30;151;1;2
0x00567dd0;FUN_00567dd0;276;1;2
0x00567ef0;FUN_00567ef0;276;1;2
0x00568010;FUN_00568010;145;1;2
0x005680b0;FUN_005680b0;214;1;3
0x00568190;FUN_00568190;273;1;2
0x005682b0;FUN_005682b0;151;1;2
0x00568350;FUN_00568350;151;1;2
0x005683f0;FUN_005683f0;276;1;2
0x00568510;FUN_00568510;276;1;2
0x00568630;FUN_00568630;179;1;3
0x005686f0;FUN_005686f0;342;1;3
0x00568850;FUN_00568850;185;1;3
0x00568910;FUN_00568910;185;1;3
0x005689d0;FUN_005689d0;345;1;3
0x00568b30;FUN_00568b30;345;1;3
0x00568c90;FUN_00568c90;179;1;3
0x00568d50;FUN_00568d50;342;1;3
0x00568eb0;FUN_00568eb0;185;1;3
0x00568f70;FUN_00568f70;185;1;3
0x00569030;FUN_00569030;345;1;3
0x00569190;FUN_00569190;345;1;3
0x005692f0;FUN_005692f0;276;1;2
0x00569410;FUN_00569410;151;1;2
0x005694b0;FUN_005694b0;151;1;2
0x00569550;FUN_00569550;276;1;2
0x00569670;FUN_00569670;276;1;2
0x00569790;FUN_00569790;276;1;2
0x005698b0;FUN_005698b0;151;1;2
0x00569950;FUN_00569950;151;1;2
0x005699f0;FUN_005699f0;276;1;2
0x00569b10;FUN_00569b10;276;1;2
0x00569c30;FUN_00569c30;345;1;3
0x00569d90;FUN_00569d90;185;1;3
0x00569e50;FUN_00569e50;185;1;3
0x00569f10;FUN_00569f10;345;1;3
0x0056a070;FUN_0056a070;345;1;3
0x0056a1d0;FUN_0056a1d0;345;1;3
0x0056a330;FUN_0056a330;185;1;3
0x0056a3f0;FUN_0056a3f0;185;1;3
0x0056a4b0;FUN_0056a4b0;345;1;3
0x0056a610;FUN_0056a610;345;1;3
0x0056a770;MAI_Display__TK1_BUT_SetHead;166;1;2
0x0056a840;MAI_Display__TK1_BUT_SetName;168;1;2
0x0056a910;MAI_Display__TK1_BUT_SetRoom;160;1;2
0x0056a9d0;FUN_0056a9d0;484;1;4
0x0056abc0;FUN_0056abc0;354;2;2
0x0056ad30;MAI_Display__TK1_BUT_On;240;2;2
0x0056ae40;MAI_Display__TK1_BUT_Off;240;2;2
0x0056af50;MAI_Display__TK1_BUT_Empty;240;2;2
0x0056b060;FUN_0056b060;260;2;3
0x0056b170;MAI_Display__TK2_BUT_SetSmallHead;177;1;2
0x0056b250;FUN_0056b250;94;1;2
0x0056b2b0;FUN_0056b2b0;264;1;5
0x0056b3c0;MAI_Display__TK2_BUT_On;555;1;2
0x0056b610;MAI_Display__TK2_BUT_Off;470;2;2
0x0056b810;MAI_Display__TK2_BUT_Empty;531;1;2
0x0056ba50;FUN_0056ba50;286;1;4
0x0056bb80;FUN_0056bb80;35;2;1
0x0056bbb0;FUN_0056bbb0;33;2;1
0x0056bbe0;FUN_0056bbe0;45;1;1
0x0056bc10;FUN_0056bc10;140;1;2
0x0056bca0;FUN_0056bca0;157;1;2
0x0056bd40;FUN_0056bd40;349;1;3
0x0056bea0;FUN_0056bea0;175;1;3
0x0056bf50;FUN_0056bf50;175;1;3
0x0056c000;FUN_0056c000;212;1;3
0x0056c0e0;FUN_0056c0e0;154;1;3
0x0056c180;FUN_0056c180;127;1;1
0x0056c200;FUN_0056c200;127;1;1
0x0056c280;FUN_0056c280;110;3;4
0x0056c2f0;MAI_Display__MOV_BUT_SetHead;177;1;2
0x0056c3d0;MAI_Display__MOV_BUT_SetName;190;1;2
0x0056c4c0;FUN_0056c4c0;399;1;4
0x0056c650;FUN_0056c650;288;1;2
0x0056c770;MAI_Display__MOV_BUT_On;384;2;2
0x0056c920;MAI_Display__MOV_BUT_Off;384;2;2
0x0056cad0;MAI_Display__MOV_BUT_Empty;384;2;2
0x0056cc80;FUN_0056cc80;87;2;1
0x0056cce0;FUN_0056cce0;75;1;2
0x0056cd30;FUN_0056cd30;139;1;3
0x0056cdc0;FUN_0056cdc0;219;1;2
0x0056cea0;FUN_0056cea0;219;1;2
0x0056cf80;FUN_0056cf80;219;1;2
0x0056d060;FUN_0056d060;218;1;2
0x0056d140;FUN_0056d140;218;1;2
0x0056d220;FUN_0056d220;218;1;2
0x0056d300;FUN_0056d300;207;4;2
0x0056d3d0;FUN_0056d3d0;207;4;2
0x0056d4a0;FUN_0056d4a0;207;4;2
0x0056d570;FUN_0056d570;49;4;1
0x0056d5b0;FUN_0056d5b0;49;4;1
0x0056d5f0;FUN_0056d5f0;49;4;1
0x0056d630;FUN_0056d630;260;4;3
0x0056d740;FUN_0056d740;94;4;2
0x0056d7a0;FUN_0056d7a0;294;4;5
0x0056d8d0;FUN_0056d8d0;219;1;2
0x0056d9b0;FUN_0056d9b0;219;1;2
0x0056da90;FUN_0056da90;219;1;2
0x0056db70;FUN_0056db70;218;1;2
0x0056dc50;FUN_0056dc50;218;1;2
0x0056dd30;FUN_0056dd30;218;1;2
0x0056de10;FUN_0056de10;207;1;2
0x0056dee0;FUN_0056dee0;207;1;2
0x0056dfb0;FUN_0056dfb0;207;1;2
0x0056e080;FUN_0056e080;260;1;3
0x0056e190;FUN_0056e190;94;1;2
0x0056e1f0;FUN_0056e1f0;264;1;5
0x0056e300;FUN_0056e300;47;1;1
0x0056e330;FUN_0056e330;380;1;4
0x0056e4b0;FUN_0056e4b0;288;2;3
0x0056e5d0;MAI_Display__EQU_BUT_On;310;2;2
0x0056e730;MAI_Display__EQU_BUT_Off;310;2;2
0x0056e890;MAI_Display__EQU_BUT_Empty;379;1;5
0x0056ea30;FUN_0056ea30;140;2;2
0x0056eac0;FUN_0056eac0;274;2;4
0x0056ebe0;FUN_0056ebe0;286;1;4
0x0056ed10;FUN_0056ed10;53;2;1
0x0056ed50;MAI_Display__GAL_BUT_SetName;168;2;2
0x0056ee20;MAI_Display__GAL_BUT_SetRoom;160;2;2
0x0056eee0;FUN_0056eee0;352;3;3
0x0056f040;MAI_Display__GAL_BUT_On;345;4;2
0x0056f1c0;MAI_Display__GAL_BUT_Off;345;4;2
0x0056f340;MAI_Display__LEV_BUT_SetHead;166;1;2
0x0056f410;MAI_Display__LEV_BUT_SetName;168;1;2
0x0056f4e0;MAI_Display__LEV_BUT_SetRoom;160;1;2
0x0056f5a0;FUN_0056f5a0;484;2;4
0x0056f790;MAI_Display__LEV_BUT_On;345;2;2
0x0056f910;MAI_Display__LEV_BUT_Off;345;2;2
0x0056fa90;MAI_Display__LEV_BUT_Empty;345;2;2
0x0056fc10;FUN_0056fc10;49;1;1
0x0056fc50;FUN_0056fc50;51;4;1
0x0056fc90;FUN_0056fc90;313;5;4
0x0056fdd0;FUN_0056fdd0;462;5;0
0x0056ffa0;FUN_0056ffa0;39;1;2
0x0056ffd0;FUN_0056ffd0;41;0;1
0x00570000;FUN_00570000;5;0;0
0x00570010;FUN_00570010;31;0;1
0x00570030;FUN_00570030;17;1;0
0x00570050;STY_Inventory__GetItemInfoByIndex_8;323;2;3
0x005701d0;STY_Inventory__GetItemInfoByIndex_16;641;0;13
0x00570460;FUN_00570460;717;0;5
0x00570750;FUN_00570750;674;1;8
0x00570a00;FUN_00570a00;72;1;3
0x00570a50;FUN_00570a50;80;0;2
0x00570aa0;FUN_00570aa0;60;1;1
0x00570ae0;FUN_00570ae0;1900;1;22
0x00571250;STY_Inventory__GetItemInfoByIndex_2;54;1;1
0x00571290;FUN_00571290;116;1;0
0x00571310;STY_Inventory__GetItemInfoByIndex_3;1130;2;21
0x00571780;FUN_00571780;48;1;0
0x005717b0;STY_Inventory__GetItemInfoByIndex_4;721;2;3
0x00571ac0;STY_Inventory__GetItemInfoByIndex;1222;2;3
0x00571fc0;FUN_00571fc0;510;2;1
0x005721e0;FUN_005721e0;275;0;8
0x00572300;STY_Inventory__GetItemInfoByIndex_11;1270;0;9
0x00572880;FUN_00572880;469;1;6
0x00572a60;FUN_00572a60;62;11;2
0x00572aa0;FUN_00572aa0;145;1;4
0x00572b40;FUN_00572b40;41;0;1
0x00572b70;FUN_00572b70;17;1;0
0x00572b90;STY_Inventory__GetItemInfoByIndex_5;106;1;1
0x00572c00;FUN_00572c00;332;2;12
0x00572d50;STY_Inventory__GetItemInfoByIndex_6;293;0;8
0x00572e80;FUN_00572e80;206;1;3
0x00572f50;STY_Inventory__GetItemInfoByIndex_7;846;0;8
0x005732a0;FUN_005732a0;1236;1;5
0x00573780;FUN_00573780;357;0;7
0x005738f0;FUN_005738f0;75;16;1
0x00573940;FUN_00573940;31;13;0
0x00573960;FUN_00573960;339;18;6
0x00573ac0;FUN_00573ac0;366;7;5
0x00573c30;FUN_00573c30;65;4;3
0x00573c80;FUN_00573c80;87;3;3
0x00573ce0;FUN_00573ce0;87;1;3
0x00573d40;FUN_00573d40;119;4;4
0x00573dc0;FUN_00573dc0;87;1;3
0x00573e20;FUN_00573e20;87;1;3
0x00573e80;FUN_00573e80;87;1;3
0x00573ee0;FUN_00573ee0;90;2;3
0x00573f40;FUN_00573f40;96;2;3
0x00573fc0;STY_Command__GetCommand_2;74;1;1
0x00574010;STY_Command__GetCommand;473;5;7
0x00574210;FUN_00574210;32;14;0
0x00574230;FUN_00574230;30;6;0
0x00574250;FUN_00574250;27;1;0
0x00574270;FUN_00574270;39;18;0
0x005742a0;FUN_005742a0;27;4;0
0x005742c0;FUN_005742c0;755;1;6
